(63,3619337, 12,6632288),
(63,3608086, 12,6803107),
(63,3601014, 12,6833151),
(63,3598668, 12,6855350),
(63,3598924, 12,6880946),
(63,3599503, 12,6889262),
(63,3599881, 12,6893770),
(63,3610734, 12,6941803),
(63,3620572, 12,6961480),
(63,3627891, 12,6974187),
(63,3641952, 12,6995350),
(63,3695813, 12,7041456),
(63,3705572, 12,7049864),
(63,3706119, 12,7050335),
(63,3727516, 12,7070017),
(63,3749452, 12,7124738),
(63,3893434, 12,7735912),
(63,3902479, 12,7745653),
(63,3962956, 12,7922935),
(63,3963333, 12,7927102),
(63,3985594, 12,8173369),
(63,3999138, 12,8274346),
(63,4001061, 12,8288851),
(63,4001533, 12,8293973),
(63,4003070, 12,8312159),
(63,4003329, 12,8336500),
(63,4002800, 12,8359088),
(63,3989066, 12,8449756),
(63,3985319, 12,8467193),
(63,3960612, 12,8584393),
(63,3947570, 12,8649281),
(63,3947483, 12,8649838),
(63,3944198, 12,8676447),
(63,3944089, 12,8677557),
(63,3942551, 12,8692571),
(63,3940023, 12,8733701),
(63,3942341, 12,8815052),
(63,3944826, 12,8857913),
(63,3950331, 12,8947633),
(63,3954575, 12,9016704),
(63,3957797, 12,9080142),
(63,3957947, 12,9085892),
(63,3958113, 12,9095305),
(63,3957435, 12,9159293),
(63,3956868, 12,9177796),
(63,3956775, 12,9181664),
(63,3955658, 12,9217270),
(63,3953874, 12,9276332),
(63,3953168, 12,9296763),
(63,3953056, 12,9300389),
(63,3950841, 12,9371095),
(63,3962258, 12,9593316),
(63,3975951, 12,9672199),
(63,3987829, 12,9722893),
(63,4019319, 12,9881009),
(63,4019619, 12,9883611),
(63,4030067, 13,0099948),
(63,4030105, 13,0100714),
(63,4036035, 13,0168823),
(63,4037173, 13,0181029),
(63,4040416, 13,0215808),
(63,4041433, 13,0226719),
(63,4041910, 13,0231673),
(63,4045375, 13,0271604),
(63,4053634, 13,0361599),
(63,4056466, 13,0405253),
(63,4056801, 13,0474125),
(63,4055981, 13,0499609),
(63,4054466, 13,0528729),
(63,4053333, 13,0561084),
(63,4050864, 13,0588513),
(63,4047737, 13,0604084),
(63,4030606, 13,0721926),
(63,4025725, 13,0741653),
(63,4020143, 13,0761957),
(63,4018728, 13,0766648),
(63,4017180, 13,0771610),
(63,4010303, 13,0792431),
(63,4009366, 13,0795151),
(63,4007836, 13,0799435),
(63,4003886, 13,0810512),
(63,3999349, 13,0822908),
(63,3998706, 13,0824666),
(63,3998100, 13,0826447),
